"","TF","target","importance"
"650","KLF2","CD53",7.6060991866376
"651","ETS1","SRSF5",7.58613729980621
"652","RARA","S1PR1",7.57810307300333
"653","IKZF1","TXNIP",7.56778581125727
"654","JUNB","FAM65B",7.56687904230011
"655","MYC","ARL4C",7.56633253798872
"656","TAF7","SLC41A3",7.54262119058297
"657","JUN","RPS4X",7.53695438800806
"658","JUNB","SH3BGRL3",7.52927205691774
"659","KLF6","RPS29",7.50512605304279
"660","KLF6","EIF1",7.50108526223684
"661","ETS1","PABPC1",7.4945893491022
"662","ZNF580","ZC3H18",7.49423368396092
"663","KLF2","ARPC2",7.48543867079427
"664","JUN","RPL30",7.48432253614868
"665","KLF2","IER2",7.4656079060648
"666","PRDM1","MT.CO1",7.46167141452346
"667","JUN","SRSF7",7.46138059179421
"668","ETS1","TNFAIP3",7.45594273441762
"669","CERS2","COPB1",7.45105651870496
"670","JUN","RPL13",7.44169307345274
"671","NFKB1","SLC10A3",7.42460576091028
"672","BHLHE40","TNFAIP3",7.42099551963283
"673","TFDP1","HDLBP",7.41589562177206
"674","STAT1","TPT1",7.41104559078021
"675","ZNF529","COX20",7.40920212613888
"676","FOXP3","PIK3CA",7.40080399193815
"677","CREB3L4","TP53I11",7.40036210742108
"678","KLF2","EEF1A1",7.38837133496296
"679","ETS1","PTMA",7.37862430922185
"680","ZNF281","LRRFIP1",7.37459205006285
"681","JUN","EEF1D",7.37296202735917
"682","STAT1","RPS27",7.36829647646078
"683","MAF","CD74",7.3608280135638
"684","FOXP3","HLA.DQB1",7.36032835436437
"685","NFKB1","URGCP",7.35267796321533
"686","IKZF1","CELF2",7.35082964396225
"687","FOS","RGCC",7.34993623626684
"688","FOXP3","HSP90AA1",7.34938276271987
"689","KLF2","ANXA6",7.34582573630543
"690","KLF2","TMEM123",7.34192901362824
"691","ETS1","RPL15",7.33333261049515
"692","YY1","CCR7",7.32971357669162
"693","JUN","GPR171",7.32970795626433
"694","ELK3","CCL4",7.32368948299663
"695","ZNF778","CXORF23",7.32292152591977
"696","KLF6","PFN1",7.3195014423565
"697","FOS","TOB1",7.31704153985994
"698","KLF6","KLF2",7.31623917052931
"699","KLF2","KLF6",7.31608901607981
"700","BATF","COTL1",7.30124613462626
"701","CERS2","ZCCHC9",7.29073479246185
"702","ETS1","MYL6",7.28567574509899
"703","MAFK","REXO1",7.28308690797354
"704","JUND","AC090498.1",7.27622210641487
"705","JUNB","HLA.E",7.27533294078401
"706","TCF12","HLA.DQA1",7.27210715344107
"707","REL","HLA.E",7.26293968875642
"708","ZNF384","TRAPPC6B",7.25785477006823
"709","JUND","IL7R",7.24762721835976
"710","ETS1","HSPA8",7.24017151336173
"711","CNOT4","TMEM8B",7.23398913883005
"712","KLF2","PBXIP1",7.23228993408538
"713","FOS","RGS1",7.22859935113566
"714","BHLHE40","TAGLN2",7.22785965360844
"715","FOSB","EEF1A1",7.2271416301828
"716","FOXP3","BIRC3",7.22204437046232
"717","KLF2","ITGB1",7.20673418680318
"718","FOXO4","CTLA4",7.20658386892222
"719","TAF7","B2M",7.19870501055354
"720","ETS1","CAPZB",7.19611607706947
"721","FOSB","UBC",7.19125893750064
"722","KLF2","KBTBD6",7.18717558207996
"723","NR2C2","WASF2",7.18585566208443
"724","ATF3","HSP90AB1",7.17953540972616
"725","KLF2","RPSA",7.17111400276351
"726","XBP1","KAT2A",7.15296704301733
"727","FOSB","BTG2",7.13636117211683
"728","ETS1","EEF1B2",7.12926271936493
"729","KLF2","YWHAZ",7.12596571429105
"730","FOXP3","TRAC",7.12241574642073
"731","RUNX1","PMAIP1",7.10938631604255
"732","CREB3","SEL1L3",7.10070809446981
"733","KLF6","ARL8B",7.09770627848194
"734","JUN","RPS14",7.09240118464828
"735","PRDM1","TNFRSF9",7.08801783932887
"736","KLF2","TCF7",7.08361658688407
"737","FOXJ2","SORL1",7.08268173247579
"738","JUNB","CCR7",7.07399323574068
"739","ZNF90","RPL28",7.06852260013449
"740","ETS1","CD52",7.06848954733944
"741","KLF6","TRAC",7.05699498938427
"742","ETS1","RPL41",7.04635334750876
"743","ETS1","PPIA",7.04253349872094
"744","KLF2","ARPC1B",7.04106548070565
"745","FOSL2","CDKN1B",7.04098134238091
"746","FOS","MT.ATP8",7.03658461386671
"747","ELK4","CFLAR",7.03218958106946
"748","ETS1","RPL9",7.02432183882805
"749","JUNB","RPL4",7.02368148837913
"750","KLF6","TAGLN2",7.0061630534926
"751","FOSL2","MCL1",7.00235189766203
"752","ZNF33A","EID1",6.99729760598595
"753","ETS1","ITGB2",6.99599033545665
"754","THAP1","NELFCD",6.99367284583664
"755","IKZF1","TMSB10",6.98909130204832
"756","FOXJ2","PGLYRP2",6.98764092051264
"757","PBX3","COX20",6.98068680780617
"758","ETS1","MAF",6.96331474937412
"759","ETS1","BTF3",6.95293797134254
"760","ZNF90","RPL23",6.9517282876567
"761","ZBED1","ZNF778",6.95086553425182
"762","PRDM1","S100A4",6.94885731758386
"763","RUNX3","CCL4",6.94841017594432
"764","SATB1","GLTSCR2",6.94817347098068
"765","KLF2","CD44",6.94398568875395
"766","BATF","CD4",6.93765182202941
"767","CEBPD","GZMA",6.93377001061222
"768","NR3C1","AIM1",6.93181871914403
"769","JUNB","RPL37A",6.92826432963461
"770","FOSB","RPS20",6.92644021330826
"771","FOXN3","CIR1",6.92633125921495
"772","ZNF43","RUNX3",6.91641247756672
"773","FOSB","IER2",6.91396103119934
"774","KLF2","VMP1",6.91222293768601
"775","RUNX1","GSDMD",6.9056159116256
"776","KLF2","S100A10",6.90244569858909
"777","NFKB1","SOCS3",6.89212283191985
"778","HMGB2","H3F3B",6.88048525748867
"779","FOSL2","SLC35F6",6.87732917681481
"780","ETS1","MYL12A",6.87524549233463
"781","KLF6","ETS1",6.87194345146326
"782","KDM5A","RPL37",6.86595972669067
"783","RARA","MYADM",6.8652637403951
"784","BCL6","ARF1",6.85130560702658
"785","ATF6","GALK2",6.85109010014687
"786","FOSB","RPL41",6.8487829171578
"787","KLF2","UBALD2",6.83071820330098
"788","SP1","HLA.DPB1",6.82842419501519
"789","FOSB","NR4A2",6.82809957672465
"790","GABPB1","RPS25",6.82770467370075
"791","JUND","RPL3",6.82413842848721
"792","EGR1","SYVN1",6.81008527027984
"793","ETS1","HLA.E",6.78642859883792
"794","RORA","CHCHD10",6.7851760064088
"795","BCLAF1","RPL15",6.77891671829666
"796","CREM","PTPRC",6.77433650358516
"797","HMGB1","HLA.E",6.77278798363472
"798","ATF2","XCL2",6.7676369488281
"799","SMARCC2","SLC16A5",6.76057198181874
"800","JUND","RPS19",6.75611584621743
"801","HINFP","HSPE1",6.74916872642458
"802","RUNX1","RPS14",6.73783311231868
"803","JUNB","IL32",6.73724406645215
"804","LEF1","EIF3F",6.73438135071248
"805","ZNF778","SUPT20H",6.73319453932361
"806","FOXK2","CSRNP1",6.73228793864237
"807","JUNB","RPL41",6.73026446793455
"808","RFX7","CCR5",6.72899441064428
"809","ZNF90","RPL36",6.72572258318888
"810","ZNF331","BTG2",6.72511544997813
"811","ETS1","PTP4A2",6.71704673607332
"812","ETS1","PIK3R1",6.7160948866717
"813","BATF","TMSB10",6.71593029300787
"814","MAF","RPS27",6.70445067886777
"815","BACH1","HIKESHI",6.70352780367328
"816","HSF2","ARL8B",6.70195782796216
"817","FOS","DNAJB1",6.7016078928186
"818","JUNB","RPS21",6.68858094893714
"819","JUNB","TOB1",6.68637949742388
"820","ARNTL","SSR1",6.68532286204557
"821","ETS1","LAPTM5",6.67676586867385
"822","ETS1","B2M",6.67313983032121
"823","FOSB","TPT1",6.67119779399614
"824","EOMES","RPS11",6.66467638464555
"825","GTF3A","RPS18",6.64229510314922
"826","FOXP3","CD27",6.64138269442528
"827","STAT1","DNAJB1",6.63938176581962
"828","ETS1","UBB",6.63735861293677
"829","THRA","SP140",6.63627693376212
"830","IKZF1","FKBP5",6.63045569190728
"831","ELK3","RPL29",6.62702106736259
"832","LEF1","FXYD5",6.62029752141233
"833","TAF1","SPRY1",6.60833375591079
"834","FOSB","CXCR4",6.59900307388953
"835","CREM","JUNB",6.59849377887056
"836","ETS1","CORO1A",6.59668591773913
"837","FOS","HSP90AA1",6.59116072260894
"838","KDM5A","OXCT1",6.58642100357371
"839","JUN","RPL22",6.58485037151003
"840","ATF6","WIPF1",6.58094431446718
"841","ZNF48","CNOT1",6.57515239545645
"842","ZBTB7A","MT.ND4",6.56602815256819
"843","RBBP5","AGAP2",6.56129377713331
"844","MXD4","USP12",6.56123516131479
"845","JUN","RPL7A",6.56097387230484
"846","SP1","KPNA6",6.5605486968043
"847","JUNB","UBA52",6.55781361495391
"848","KLF2","ACTR2",6.55780350041718
"849","ETS1","MSN",6.55584866088891
"850","HMGB1","MT.ND5",6.55486173230724
"851","CUX1","CTLA4",6.54590918660536
"852","HINFP","NDUFS4",6.54222844445177
"853","CREM","DNAJB1",6.53546792318228
"854","KLF6","UBB",6.53217559726635
"855","MAF","RPS21",6.52800164241154
"856","EOMES","RPS27A",6.5266048446078
"857","JUNB","PIM1",6.52064212626475
"858","ETS1","RPLP2",6.51112286012265
"859","JUN","RPL34",6.50443202553254
"860","FOXP3","RPLP2",6.50088274962764
"861","JUNB","CSDE1",6.49263564579351
"862","PRDM1","ETS1",6.48858254871786
"863","JUNB","PIK3IP1",6.48508561905131
"864","FOXP3","RPS29",6.48412538288392
"865","JUNB","ARL4C",6.4759729737072
"866","HINFP","MCRIP2",6.47482044307446
"867","JUNB","YWHAZ",6.4596015739723
"868","ZNF90","RPL8",6.45929903202558
"869","ZBTB49","IRF1",6.45502776059698
"870","KLF6","SOCS3",6.44821528201587
"871","ZBTB22","YPEL5",6.44606589347114
"872","HMGB2","ZFP36L2",6.44394473446883
"873","ETS1","PCBP1",6.43430831252933
"874","JUND","RPL21",6.43330505675479
"875","FOXP3","TRBC2",6.42654212809539
"876","KLF2","CRIP2",6.42630778277794
"877","RUNX3","GZMK",6.42397583936746
"878","ZNF90","UQCRB",6.42330058392323
"879","KLF2","GNLY",6.41607258533005
"880","FOSL2","RGCC",6.41414461434485
"881","CBFB","PIM1",6.41160665389619
"882","JUNB","PBXIP1",6.41084646408579
"883","KLF6","MT.ND2",6.40936952041974
"884","JUND","SRSF5",6.40673856963941
"885","KLF2","MYL12A",6.40139029293834
"886","XBP1","GTPBP1",6.4005255389873
"887","STAT1","RGS1",6.39990623013639
"888","JUN","RPL21",6.39809077255063
"889","FOSB","TXNIP",6.39703557667353
"890","KLF2","CFL1",6.3964507748639
"891","POLR2A","LAMTOR4",6.39629565785517
"892","JUN","DUSP4",6.37720112737085
"893","EOMES","CCL5",6.37641080789826
"894","JUN","RPL23A",6.3746262110263
"895","GFI1","CASP7",6.37276177012201
"896","STAT5A","RNF214",6.37275599997976
"897","LEF1","COMMD6",6.36485187437741
"898","MXD4","TTC31",6.3601690107961
"899","JUND","RPL22",6.35704409997804
"900","JUND","CITED2",6.35494309453318
"901","PRDM1","ATP5E",6.34543049880823
"902","RUNX3","EHMT1",6.34070972670162
"903","KLF6","ARHGDIB",6.33765454670229
"904","ZNF71","NOP58",6.33735097726609
"905","JUND","RPL38",6.33413533168077
"906","KLF6","ADGRE5",6.33220685056671
"907","ETS1","RNF26",6.32819128085854
"908","REL","SAMSN1",6.32506994385584
"909","ERF","IFRD2",6.32121930523137
"910","FOSB","RPL23",6.31749046244401
"911","BCL3","SOCS3",6.30303710774446
"912","JUND","UBB",6.30258799296688
"913","CIC","EEFSEC",6.30061605846994
"914","VPS72","TAP1",6.29805242210247
"915","MAF","ETS1",6.29744995512727
"916","HDAC2","IL2RA",6.29568367994896
"917","FOSB","NACA",6.29490281339235
"918","MAF","CARD11",6.29398693405108
"919","JUNB","CTD.2192J16.22",6.27629136804778
"920","KLF2","SH3BGRL3",6.26826856579209
"921","GATA3","BIRC3",6.26807073672458
"922","HMGB2","YIPF1",6.26480112995913
"923","HCFC1","LAMTOR2",6.26003846882739
"924","KLF2","RPLP2",6.25847921712232
"925","JUNB","RPL32",6.24305801972817
"926","FOS","MYADM",6.24209628283509
"927","KLF2","ITM2A",6.23993474210146
"928","ZNF90","RPL38",6.23644559730833
"929","JUND","RPL11",6.23118223254957
"930","RFX3","PJA2",6.21591097505315
"931","HMGB1","RPS19",6.21433637653476
"932","JUN","UBA52",6.21411899611479
"933","ETS1","RPL12",6.21369215267552
"934","PRDM1","FYB",6.20228187759244
"935","RBPJ","CSDE1",6.20172583934748
"936","JUN","RPS8",6.20147517254714
"937","RUNX3","DDX17",6.19362321446447
"938","RBPJ","YPEL5",6.19269444949597
"939","ZNF90","RPS12",6.19147577483854
"940","GABPA","TRDC",6.17738754582476
"941","ELK3","RPL18",6.17730693204281
"942","FOXO1","COMMD6",6.17535847265107
"943","KLF6","RPL29",6.16956933034265
"944","EOMES","RPL32",6.16953281559665
"945","FOS","RPS4X",6.16928889556156
"946","ZFP64","RABL2A",6.1644518749512
"947","ZNF90","RPL18",6.15817105571372
"948","RB1","UBE2K",6.15668224354529
"949","KLF6","ARL4C",6.15572363017184
"950","SMARCC2","FNBP1",6.15170638534705
"951","MAFF","ITGAL",6.15117646182368
"952","FOXJ3","DAXX",6.15015763785946
"953","IRF1","JUNB",6.14746455072499
"954","ZBED1","CLIC1",6.14214262105657
"955","STAT5B","LTB",6.13994173285994
"956","TBX21","CCL5",6.13829539082216
"957","KLF6","H3F3B",6.13575143458961
"958","SMARCC2","ALAD",6.13388422750234
"959","FOXP3","HLA.A",6.13343625440556
"960","FOXP3","SELL",6.13054288839296
"961","FOXK2","RPL19",6.12205202538073
"962","ZNF90","RPL37A",6.12065293961447
"963","RFX1","PACS1",6.11623488673631
"964","PRDM1","HLA.A",6.11224303452568
"965","STAT1","TAGLN2",6.11047604533908
"966","ZNF677","DNAJC4",6.10483917394057
"967","ELF4","ADCY7",6.10455074986562
"968","PLAGL2","ZHX2",6.10361865407276
"969","JUNB","TRBC2",6.08996197481065
"970","JUND","OAZ1",6.0891945026589
"971","ELF1","FTH1",6.08783455480242
"972","NFE2L1","CCDC142",6.08141780814386
"973","BPTF","INF2",6.07422487179549
"974","ETS1","FAM107B",6.07228467471698
"975","JUND","RPL30",6.06957970800096
"976","ETS1","RPL4",6.06678572342154
"977","JUND","TNFAIP3",6.06525100213015
"978","JUND","ACTB",6.05282452212984
"979","ARNT","GATAD2B",6.05238308516124
"980","DUS3L","EI24",6.05142921395446
"981","JUND","RPL35A",6.03071964157157
"982","RORA","MT.ND1",6.02634502725687
"983","BRF2","TCF3",6.02586190065844
"984","NR1D1","ZBTB7B",6.0238564420017
"985","PBX3","SLC10A7",6.02207867684156
"986","JUN","RPS15",6.01651244292078
"987","JUN","SOCS3",6.01265678088883
"988","ETS1","RPS17",6.01106794459275
"989","CHD2","PPP1R15A",6.01093216044351
"990","EGR1","PPP1R15A",6.00793478086072
"991","ERF","SAMHD1",6.00652830116101
"992","STAT4","PRR7",6.00443598819993
"993","ETS1","AIM1",6.00288116744379
"994","ETS1","ANXA1",5.99480758726576
"995","POU6F1","CST7",5.99459899851769
"996","JUN","TSC22D3",5.98440735626427
"997","FOSL2","ZFP36",5.97581380527784
"998","FOXO3","SRSF5",5.97541659645548
"999","MAFK","PIM1",5.97236212070878
"1000","ETS1","RPS21",5.96681455487311
"1001","ATF4","NCOA6",5.965393265516
"1002","SATB1","RPL12",5.96262501879239
"1003","JUNB","TMBIM6",5.95897454217156
"1004","IRF1","ZNF33A",5.95537035386588
"1005","JUNB","RGS1",5.95441093941659
"1006","RUNX3","PNRC1",5.93627498924905
"1007","KLF2","EIF4B",5.93007068834222
"1008","KLF2","SMCHD1",5.9259134221948
"1009","KLF6","NEAT1",5.92494745643403
"1010","KLF2","IL2RG",5.9184821769711
"1011","LEF1","LTB",5.91403955233027
"1012","ETS1","HNRNPDL",5.89675673893421
"1013","JUN","C1ORF174",5.89024875259553
"1014","KLF2","TIPIN",5.88454181437634
"1015","RFX1","WHSC1L1",5.88376724378271
"1016","ZNF384","VDAC1",5.88229429021531
"1017","FOS","IRF1",5.88023737369307
"1018","FOXP4","HIST1H2AC",5.87397005536909
"1019","ELK3","GLTSCR2",5.8683357739212
"1020","PRDM1","RPS23",5.86152955480797
"1021","FOXJ3","ABCC10",5.85963879953356
"1022","KLF2","RASA3",5.85767324160708
"1023","TGIF1","PLEKHN1",5.85291097621639
"1024","ETS1","NEAT1",5.85232984078045
"1025","ATF4","EVL",5.85149661917305
"1026","NRF1","EID1",5.84739745356924
"1027","ETS1","EIF3H",5.83154981562671
"1028","DUS3L","ZC4H2",5.822920540618
"1029","FOXO1","TPGS2",5.81802570637873
"1030","FOXO1","ADAT1",5.81342944662601
"1031","SMAD4","P2RY8",5.80167059384287
"1032","CIC","RPL18A",5.79488302272401
"1033","HMGB1","TRAC",5.78865475113032
"1034","NFKB2","PURA",5.78734201639897
"1035","ETV6","CCNI",5.78257424426553
"1036","JUNB","DUSP4",5.77836101232045
"1037","JUND","PTMA",5.77623822213234
"1038","MAZ","PCBP1",5.77395860971526
"1039","ELF1","RPS26",5.77326508162298
"1040","ZBTB49","CST7",5.77043351616346
"1041","EGR1","DUSP1",5.76910397766663
"1042","RUNX3","CST7",5.76810066344121
"1043","ZNF43","TRMT10C",5.75840717437652
"1044","MYBL1","ZNF766",5.75755742345139
"1045","ELK1","UBAP2",5.7517087659122
"1046","FOSB","RPS28",5.75088907914509
"1047","EGR1","DNAJB1",5.74819200807159
"1048","ZNF71","BORCS7",5.7474145851518
"1049","JUND","RPL31",5.74512903314647
"1050","KLF3","SOCS3",5.74253841619417
"1051","STAT1","ETS1",5.73733892126467
"1052","SREBF1","ARPC5",5.73534195382081
"1053","MTA3","GSK3A",5.73526456541199
"1054","NFE2L3","MTPN",5.73427531388255
"1055","ZNF143","TMBIM6",5.73384728292838
"1056","KLF6","HSPA8",5.73111894487409
"1057","TCF12","PLCXD2",5.72964780698606
"1058","ZNF14","PTAR1",5.72901893753312
"1059","BHLHE40","ITGB1",5.72596766520055
"1060","IRF3","MT.CO2",5.7218513123646
"1061","ETS1","JAK1",5.71044303194898
"1062","FOSL2","BTG2",5.70352214487291
"1063","ARNT","TNFRSF18",5.70176720849793
"1064","FOXP1","TMEM2",5.6995425658912
"1065","ERF","OAZ1",5.69918043839334
"1066","NR3C1","TMEM179B",5.69755738516511
"1067","GTF3A","TUT1",5.69732475091494
"1068","STAT4","CDC14A",5.69608987810228
"1069","JUNB","YBX1",5.69275700214671
"1070","JUNB","NAP1L1",5.68919146251874
"1071","PRDM1","PFN1",5.68906661424109
"1072","KLF3","RPS26",5.68703087412272
"1073","RFX1","PATJ",5.68370922741136
"1074","JUND","RPS27",5.68288788430945
"1075","STAT3","PPP1CC",5.67901766707822
"1076","BDP1","FRG1",5.67782402668646
"1077","HMGB1","ACTG1",5.67782004711677
"1078","TFE3","ZNF512",5.670976960917
"1079","FOS","RPL27",5.67021300966656
"1080","ZNF230","ALAD",5.66290543141586
"1081","MAF","VIM",5.66152248801749
"1082","MAFF","KLF2",5.6590240835958
"1083","JUND","CXCR4",5.65896570444895
"1084","ZBTB22","RBPJ",5.65791149580098
"1085","MAFG","GNAI2",5.65747453951917
"1086","IRF1","DNAJB1",5.65682160831576
"1087","RARA","CTB.31O20.2",5.65351314659267
"1088","ZNF740","SORL1",5.65287581151559
"1089","FLI1","ANXA6",5.65111033153238
"1090","JUND","RPL18",5.65059967609128
"1091","JUND","CD53",5.64672687642746
"1092","SP1","BIRC3",5.64671715428692
"1093","ETS1","RPS20",5.6463553209906
"1094","JUND","TMSB10",5.64428549181332
"1095","FOXO4","ANXA4",5.64290416051401
"1096","BACH1","TNFRSF4",5.64085477002609
"1097","TAF7","RPS29",5.6341345411105
"1098","JUNB","CFL1",5.6278966592556
"1099","MAZ","UTRN",5.62774771975022
"1100","JUNB","RPS25",5.62152266180179
"1101","ELK3","EEF1B2",5.62110980679589
"1102","ZBTB49","POU2F1",5.61944158502929
"1103","ZNF675","MVP",5.61754030941551
"1104","ZNF90","RPS23",5.61249080191184
"1105","CBFB","ETS1",5.61121543509258
"1106","DUS3L","CYP4F22",5.60173338698804
"1107","NR3C1","RPL7A",5.59875251587022
"1108","JUNB","RPS27",5.59727904912053
"1109","FOXO1","RPS26",5.59539298491573
"1110","MAFF","FLNA",5.59218840100622
"1111","SRF","MAD2L1",5.58992798088134
"1112","NFE2L3","PMPCB",5.58852060334605
"1113","IRF1","NOP58",5.58739820300088
"1114","TBX21","NEAT1",5.58589603211759
"1115","REL","LTB",5.58303170019414
"1116","ETS1","TCF7",5.58182925508477
"1117","KLF2","NAP1L1",5.58096392776391
"1118","CREM","HLA.C",5.5754224614879
"1119","HMGB1","PTPRC",5.57343414625192
"1120","IRF1","RPS26",5.57179363538922
"1121","REL","IL32",5.5705526181268
"1122","BATF","MT.ND5",5.56713955681747
"1123","STAT1","RBPJ",5.5665574955277
"1124","ELK4","TMEM94",5.56602635168221
"1125","BHLHE40","RPL27A",5.56227788874139
"1126","CEBPB","JUNB",5.55833128575728
"1127","NRF1","IFRD2",5.55816618078917
"1128","ETS1","TPM3",5.55611798703632
"1129","JUNB","TOMM7",5.55156240895589
"1130","ARNT","RGS1",5.55108913217285
"1131","KLF2","PRMT2",5.54317054533994
"1132","ZNF90","EEF2",5.54010509569772
"1133","ETS1","RGCC",5.53759472757073
"1134","CERS5","ITGB1",5.53725427369329
"1135","ZNF90","RPL35A",5.53425088111017
"1136","NFYA","PRR7",5.53388080181708
"1137","ZNF90","RPS13",5.5329066139641
"1138","RELA","RASGEF1B",5.52826900544709
"1139","ARNT","TAPBP",5.52312939967508
"1140","KLF6","ENO1",5.52196481149744
"1141","ZNF90","RPS25",5.52161220928943
"1142","CLOCK","SEC31A",5.51581976004594
"1143","KLF9","PNRC1",5.51431977097868
"1144","ELK3","SPOCK2",5.51271984258713
"1145","BHLHE40","HNRNPA1",5.51050647642245
"1146","JUN","RPS13",5.50978536865476
"1147","FOSL2","TNFAIP3",5.50208948531368
"1148","GFI1","RPLP1",5.49499772654836
"1149","TP53","RNPEP",5.49424715839266
"1150","UBTF","DNAJA1",5.4937159279861
"1151","KLF2","CCL5",5.48668564264204
"1152","FOXP3","PKM",5.4807019204623
"1153","FOXK2","CCL4L2",5.47954080821636
"1154","KLF2","S100A4",5.47832840695439
"1155","ETS1","STAT1",5.47131932467613
"1156","MYC","SOCS3",5.47015506445916
"1157","SATB1","UBE3A",5.46794723985592
"1158","STAT5A","FLJ20021",5.46653441001884
"1159","ETS1","S100A11",5.4650534120675
"1160","JUND","CALM1",5.46409862959888
"1161","TBL1XR1","PMAIP1",5.4640047892733
"1162","ETS1","RPL29",5.46305841848345
"1163","THAP1","HDHD3",5.46118540154317
"1164","ZNF90","FAU",5.45813583737773
"1165","MAF","LINC00342",5.45412641021313
"1166","JUNB","RPL10A",5.45171555806246
"1167","YY1","MT.ATP6",5.4517049515922
"1168","KLF6","S100A10",5.44414319673938
"1169","NFKB1","TAGLN2",5.44058641737849
"1170","MYBL1","PTPN22",5.43284232134699
"1171","IKZF1","FAU",5.43012582749923
"1172","PML","LINC01184",5.42988883351928
"1173","PRDM1","H3F3B",5.42587800635693
"1174","RUNX2","GBP2",5.42522022119978
"1175","JUNB","CDKN1B",5.42415376772449
"1176","RUNX3","CD8A",5.42063140272781
"1177","STAT3","S100A4",5.41839166429781
"1178","FOXP3","RPL31",5.40891779437576
"1179","JUND","RPS6",5.40886398379146
"1180","HMGB1","CD53",5.40877515903353
"1181","FOSB","DUSP2",5.40032823414176
"1182","NFYB","CBFB",5.39728748401756
"1183","KLF6","EEF2",5.39488343320103
"1184","ZNF554","CUTC",5.38790654906342
"1185","NFKB2","MAPK9",5.38787088907477
"1186","BCL6","GRAP",5.38728495336242
"1187","MYC","ANXA2",5.38699339650748
"1188","JUN","ID2",5.38586670512307
"1189","ZNF48","SBDS",5.38312866266927
"1190","JUN","RPS27A",5.37854634013014
"1191","JUNB","TAF4B",5.3772526402768
"1192","HMGB1","PTMA",5.37642837841107
"1193","JUND","VIM",5.37527755790837
"1194","STAT1","RPS19",5.37448134648148
"1195","BCL3","AC104820.2",5.36163596344916
"1196","TBX21","FAM65B",5.36110763782781
"1197","RUNX3","RPS6",5.36108030594281
"1198","NFIC","ZMYND8",5.36033591020426
"1199","ZBTB7B","UBASH3B",5.35883278611462
"1200","STAT1","MT2A",5.35735939657695
"1201","RFX1","NAA10",5.35728764751773
"1202","E2F3","ALG1",5.35650902680902
"1203","TFCP2","TP53I13",5.35576079256327
"1204","RBAK","TMPO",5.35143601606509
"1205","NFE2L3","SNRPE",5.35101389631982
"1206","ZNF71","TCEAL3",5.34810338960997
"1207","CNOT4","KIN",5.34605101638386
"1208","ETS1","PHLDA1",5.34464605819095
"1209","STAT2","RPIA",5.3409289654252
"1210","KLF2","BTF3",5.34062477073226
"1211","EGR1","SLTM",5.3399160010952
"1212","PRDM1","RPS24",5.33287555344044
"1213","CREM","SPOP",5.33240772033563
"1214","HMGB2","RPL32",5.3323607305227
"1215","ATF4","BLMH",5.33164495740446
"1216","JUND","RPL26",5.33021811486735
"1217","STAT5A","RAB11B",5.32349955837057
"1218","RREB1","RNF126",5.32241625145725
"1219","EOMES","IL7R",5.3213729390191
"1220","JUNB","HNRNPC",5.31951322919973
"1221","ETS1","RPL7",5.31916630170993
"1222","JUNB","RPL36AL",5.3190071558247
"1223","TFCP2","DCAF11",5.31687449447906
"1224","HMGB1","PFN1",5.31374568016759
"1225","NFKB2","SLC35A3",5.31225003072266
"1226","RFXAP","CCR7",5.31051470882063
"1227","KLF2","MAF",5.30890638985016
"1228","PRDM1","IDS",5.30631454398716
"1229","ZNF90","RPS17",5.30624025652349
"1230","GTF3A","GAPDH",5.30332038160995
"1231","NFKB1","EIF2B2",5.30052694135224
"1232","NR1D1","WHSC1L1",5.30050252630534
"1233","CEBPD","BIRC6",5.29567708127648
"1234","ELF1","H3F3B",5.29005041638503
"1235","IKZF1","EEF1A1",5.28967313354537
"1236","FOXJ3","SRA1",5.28893859226767
"1237","PURA","NFKB2",5.28358002839799
"1238","ATF3","MT2A",5.27895402316918
"1239","ETS1","ARPC2",5.2768723448338
"1240","RREB1","SLC41A3",5.2763287312684
"1241","NFYA","SHISA5",5.27471889263277
"1242","JUNB","MYH9",5.27295128231758
"1243","HMGB2","RPS28",5.26868604487607
"1244","KDM5A","PTPN22",5.26564862115029
"1245","GFI1","UBE2K",5.26501894834485
"1246","JUND","RPS15",5.26320794289607
"1247","SP1","FAM215B",5.26307203295043
"1248","FOSB","RPS3",5.26296969222371
"1249","ZNF90","RPS27A",5.26176469693876
"1250","ETS1","SELL",5.26157085236863
"1251","RELB","TNFRSF4",5.26156250840542
"1252","JUNB","ANXA1",5.25916949886282
"1253","RBPJ","STAT1",5.25116584423955
"1254","RBBP5","SDHAF2",5.25053673787143
"1255","RUNX3","BAZ2B",5.24816886796785
"1256","JUN","RPS28",5.2456118541227
"1257","CNOT4","OPA3",5.24553374578027
"1258","REL","PFN1",5.24286756437043
"1259","PRDM1","NEAT1",5.23977935996869
"1260","ETS1","PGK1",5.23729589912589
"1261","SF1","RPL4",5.23225135836986
"1262","RUNX3","TRGC2",5.23153971459186
"1263","JUN","RPS19",5.2301696065414
"1264","IRF1","ANKS3",5.22638000788064
"1265","JUN","S100A4",5.22573577671295
"1266","GABPA","CCR5",5.22327449379198
"1267","PRDM1","ACTG1",5.22157936060724
"1268","ZNF43","CAPRIN2",5.22102889183183
"1269","FOS","PNRC1",5.21238322783869
"1270","KLF2","PPP1CB",5.21041750725227
"1271","ZNF90","RPS3",5.20969486129512
"1272","KLF6","PLP2",5.2035108936359
"1273","KLF6","MTMR9",5.20228204993579
"1274","GABPB1","FBRS",5.2017769812549
